id_venta,id_cliente,id_vehiculo,id_vendedor,fecha_venta,precio_venta,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,precio_usd,precio_eur
281,39,1217,1,2024-09-17,1310082.0,Skoda,Octavia 1.8 TSI Style Plus AT [2017],1495000,2017,28000,Petrol,Automatic,Mumbai,Grey,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670.0,1814.0,1476.0,5.0,50.0,14950.0,12927.265000000001
282,148,850,14,2026-05-07,2396908.0,Hyundai,Elite i20 Magna Executive 1.2,609000,2018,42601,Petrol,Manual,Udupi,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,6090.0,5266.023
283,172,1893,9,2025-04-07,2387087.0,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0,1700.0,1469.99
284,115,373,7,2026-02-04,1693868.0,Tata,Nexon XZ Plus Dark Edition,1050000,2022,1500,Petrol,Manual,Kolkata,Black,First,Individual,1199 cc,118 bhp @ 5500 rpm,170 Nm @ 1750 rpm,FWD,3993.0,1811.0,1606.0,5.0,44.0,10500.0,9079.35
285,68,279,13,2025-10-05,2489625.0,Hyundai,Creta 1.6 SX Plus AT Petrol,1095000,2017,39000,Petrol,Automatic,Hyderabad,Red,Second,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0,10950.0,9468.465
286,30,1950,3,2025-06-05,1592974.0,Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,First,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0,1750.0,1513.2250000000001
287,161,547,6,2025-06-06,769938.0,BMW,X1 sDrive20d xLine,4500000,2022,17000,Diesel,Automatic,Mumbai,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0,45000.0,38911.5
288,31,2002,9,2024-08-30,481623.0,Jeep,Compass Limited 2.0 Diesel [2017-2020],1250000,2018,90000,Diesel,Manual,Ludhiana,Silver,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0,12500.0,10808.75
289,58,1273,2,2024-09-27,1363691.0,Honda,City SV Diesel,540000,2015,76000,Diesel,Manual,Agra,Red,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,5400.0,4669.38
290,19,1065,4,2025-01-15,1571707.0,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],675000,2018,64000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,6750.0,5836.725
291,102,1547,15,2024-10-04,2239927.0,Maruti Suzuki,Swift VXi,409999,2014,55000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,4099.99,3545.261353
292,93,1176,15,2024-07-29,1167882.0,Hyundai,Verna 1.6 CRDI SX,1125000,2019,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0,11250.0,9727.875
293,155,633,15,2025-07-12,1617395.0,Maruti Suzuki,Alto VXi (O),400000,2019,22000,Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0,4000.0,3458.8
294,23,175,5,2024-07-28,326346.0,Mahindra,XUV500 W11 AT,2048999,2020,45350,Diesel,Automatic,Bangalore,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,20489.99,17717.694353000003
295,131,161,1,2025-11-13,2196055.0,Mercedes-Benz,S-Class Maybach S 500,11500000,2016,27000,Petrol,Automatic,Delhi,Blue,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5453.0,1899.0,1498.0,4.0,70.0,115000.0,99440.5
296,19,2027,10,2025-08-28,817654.0,Toyota,Etios Liva G,315000,2011,38091,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3775.0,1695.0,1510.0,5.0,45.0,3150.0,2723.8050000000003
297,18,172,11,2025-01-07,1502387.0,Skoda,Fabia Elegance 1.6 MPI,225000,2012,69000,Petrol,Manual,Mumbai,Silver,First,Individual,1598 cc,105 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4000.0,1642.0,1522.0,5.0,45.0,2250.0,1945.575
298,170,1663,8,2025-01-30,1180669.0,Mahindra,Scorpio S10,875000,2015,67000,Diesel,Manual,Varanasi,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0,8750.0,7566.125
299,185,1421,7,2024-11-27,988250.0,Maruti Suzuki,Baleno Delta 1.2,636000,2021,35500,Petrol,Manual,Ranchi,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,6360.0,5499.492
300,133,945,11,2026-02-24,1662362.0,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,23000,Diesel,Automatic,Pune,Grey,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0,45000.0,38911.5
301,4,1455,11,2024-09-29,1572674.0,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1760.0,1555.0,5.0,45.0,5400.0,4669.38
302,2,120,1,2025-02-07,1665214.0,Audi,A3 35 TDI Technology + Sunroof,3050000,2020,40910,Diesel,Automatic,Bangalore,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,30500.0,26373.350000000002
303,156,1318,9,2025-05-16,2107088.0,Hyundai,Santro Sportz CNG [2018-2020],495000,2019,46000,CNG,Manual,Agra,Silver,First,Individual,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD,3610.0,1645.0,1560.0,5.0,60.0,4950.0,4280.265
304,15,886,5,2024-10-22,623668.0,Maruti Suzuki,Swift DZire ZXI,545000,2015,70000,Petrol,Manual,Mohali,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,5450.0,4712.615
305,146,383,1,2025-02-19,565620.0,Hyundai,Xcent E Plus CRDi,445000,2018,65555,Diesel,Manual,Varanasi,White,Second,Individual,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0,4450.0,3847.915
306,170,1207,8,2025-07-17,610136.0,Maruti Suzuki,Baleno Delta 1.3,550000,2016,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,5500.0,4755.85
307,25,1107,13,2025-12-12,482956.0,Volkswagen,Polo Comfortline 1.2L (P),240000,2010,78000,Petrol,Manual,Ludhiana,White,Second,Individual,,,,,,,,,,2400.0,2075.28
308,26,1627,5,2026-01-10,1054038.0,Hyundai,Creta SX 1.6 CRDi,1275000,2019,58900,Diesel,Manual,Agra,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,12750.0,11024.925000000001
309,182,73,7,2024-07-13,1300779.0,Audi,A3 35 TDI Technology + Sunroof,2250000,2016,40500,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,22500.0,19455.75
310,59,1648,4,2024-12-18,1556576.0,Toyota,Fortuner 3.0 4x4 MT,1750000,2013,95000,Diesel,Manual,Chennai,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0,17500.0,15132.25
311,36,1337,10,2025-12-18,1543781.0,Toyota,Fortuner 2.8 4x4 AT [2016-2020],2749000,2017,120000,Diesel,Automatic,Faridabad,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795.0,1855.0,1835.0,7.0,80.0,27490.0,23770.603
312,125,2004,5,2025-01-13,1048123.0,Volkswagen,Vento Highline Petrol AT,399000,2014,88000,Petrol,Automatic,Faridabad,Silver,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0,3990.0,3450.1530000000002
313,76,502,3,2026-02-02,434506.0,Maruti Suzuki,Swift DZire VDI,475000,2016,55353,Diesel,Manual,Kanpur,Grey,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,4750.0,4107.325
314,161,1041,13,2026-05-25,576963.0,Skoda,Rapid Style 1.6 MPI AT,900000,2018,55000,Petrol,Automatic,Pune,Grey,Second,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413.0,1699.0,1466.0,5.0,55.0,9000.0,7782.3
315,64,571,12,2025-12-05,2181423.0,Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],535000,2016,58339,Diesel,Manual,Panchkula,Grey,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,5350.0,4626.145
316,89,549,15,2025-09-02,572844.0,BMW,5-Series 520d Luxury Line [2017-2019],2149000,2015,69000,Diesel,Automatic,Delhi,Silver,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0,21490.0,18582.403000000002
317,57,1435,14,2025-06-01,2331168.0,Tata,Safari 2.2 EX 4x2,575000,2013,72000,Diesel,Manual,Ahmedabad,White,Second,Individual,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655.0,1965.0,1922.0,7.0,55.0,5750.0,4972.025000000001
318,49,1290,2,2025-06-22,2121130.0,Toyota,Etios Liva GD,500000,2016,114000,Diesel,Manual,Ambala Cantt,Grey,First,Individual,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD,3775.0,1695.0,1510.0,5.0,45.0,5000.0,4323.5
319,26,1989,13,2026-02-15,2316840.0,Mercedes-Benz,GLA 200 d Style,2500000,2018,90000,Diesel,Automatic,Mumbai,Bronze,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0,25000.0,21617.5
320,6,1101,1,2025-06-13,1722720.0,Maruti Suzuki,S-Presso VXi (O),425000,2019,53241,Petrol,Manual,Mirzapur,Grey,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0,4250.0,3674.975
321,134,1880,13,2024-10-19,735437.0,Maruti Suzuki,Wagon R LXi,220000,2012,54000,Petrol,Manual,Agra,Brown,First,Individual,998 cc,68@6200,90@3500,,3539.0,1475.0,1700.0,5.0,35.0,2200.0,1902.3400000000001
322,71,1093,8,2026-03-29,432992.0,Lexus,ES 300h Exquisite [2020-2021],4800000,2020,27000,Hybrid,Automatic,Mumbai,Blue,First,Individual,2487 cc,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,FWD,4975.0,1865.0,1445.0,5.0,50.0,48000.0,41505.6
323,87,1795,8,2025-11-08,1460701.0,Mercedes-Benz,C-Class 220 CDI AT,5300000,2022,12500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,2148 cc,170@3700,410@2000,RWD,4596.0,1770.0,1447.0,5.0,66.0,53000.0,45829.1
324,125,228,6,2025-07-09,2487001.0,Maruti Suzuki,Swift ZDi,425000,2013,26000,Diesel,Manual,Delhi,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,4250.0,3674.975
325,192,1913,15,2025-08-04,700608.0,Mercedes-Benz,S-Class S 350D [2018-2020],18500000,2021,5000,Diesel,Automatic,Pune,White,UnRegistered Car,Individual,2925 cc,282 bhp @ 3600 rpm,600 Nm @ 1600 rpm,RWD,5246.0,1899.0,1494.0,5.0,70.0,185000.0,159969.5
326,38,1709,3,2025-10-11,686172.0,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],484999,2018,44000,Petrol,Automatic,Delhi,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3715.0,1635.0,1565.0,5.0,35.0,4849.99,4193.7863529999995
327,159,1709,5,2024-06-28,1203421.0,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],484999,2018,44000,Petrol,Automatic,Delhi,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3715.0,1635.0,1565.0,5.0,35.0,4849.99,4193.7863529999995
328,193,1876,2,2024-06-24,447929.0,Maruti Suzuki,Alto 800 Lxi CNG,289000,2015,78000,CNG,Manual,Mumbai,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,2890.0,2498.983
329,2,130,5,2025-11-02,2210867.0,Audi,Q2 Premium Plus I 40 TFSI quattro,2950000,2020,10700,Petrol,Automatic,Ahmedabad,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318.0,1805.0,1548.0,5.0,55.0,29500.0,25508.65
330,114,1706,8,2025-11-04,1937762.0,Audi,A4 35 TDI Premium,1950000,2016,57057,Diesel,Automatic,Ludhiana,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,19500.0,16861.65
331,148,1873,10,2026-02-11,607888.0,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,825000,2021,6600,Petrol,Automatic,Hyderabad,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0,8250.0,7133.775000000001
332,4,1326,11,2024-11-20,2023970.0,Mercedes-Benz,M-Class ML 350 CDI,2600000,2014,94000,Diesel,Automatic,Mumbai,White,First,Individual,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804.0,2141.0,1796.0,5.0,70.0,26000.0,22482.2
333,193,38,3,2026-05-25,2483606.0,Toyota,Innova 2.4 G 8 STR [2016-2017],1900000,2019,71000,Diesel,Manual,Mumbai,Bronze,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,8.0,55.0,19000.0,16429.3
334,128,959,2,2024-09-01,1598516.0,Audi,A7 Sportback 3.0 TDI quattro,2600000,2012,42000,Diesel,Automatic,Lucknow,White,First,Individual,2967 cc,241 bhp @ 4000 rpm,500 Nm @ 1400 rpm,AWD,4969.0,2139.0,1420.0,5.0,65.0,26000.0,22482.2
335,166,77,5,2024-10-24,431975.0,Volkswagen,Polo Highline1.2L (P),385000,2013,65000,Petrol,Manual,Mumbai,White,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970.0,1682.0,1453.0,5.0,45.0,3850.0,3329.0950000000003
336,45,1407,12,2025-03-08,320759.0,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],409999,2014,55000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,4099.99,3545.261353
337,77,1069,1,2024-08-30,2184616.0,Toyota,Fortuner 3.0 4x2 AT,1750000,2014,101000,Diesel,Automatic,Jalandhar,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0,17500.0,15132.25
338,12,579,2,2026-02-16,814754.0,Volkswagen,Polo GT TSI,625000,2016,68000,Petrol,Automatic,Delhi,White,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0,6250.0,5404.375
339,149,1170,13,2026-05-13,1522814.0,Maruti Suzuki,DZire VDi AMT,695000,2018,66000,Diesel,Automatic,Warangal,Red,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0,6950.0,6009.665
340,20,775,10,2024-10-30,930253.0,BMW,X5 xDrive 30d,3995000,2016,39000,Diesel,Automatic,Mumbai,White,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,,39950.0,34544.765
341,114,1470,12,2024-07-30,1880955.0,Honda,City 1.5 V AT,325000,2011,89000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,3250.0,2810.275
342,84,343,5,2026-05-14,802602.0,BMW,X5 xDrive30d xLine,4250000,2017,80000,Diesel,Automatic,Thane,White,First,Individual,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,AWD,4922.0,2004.0,1745.0,5.0,80.0,42500.0,36749.75
343,53,333,15,2024-10-08,1631289.0,Honda,Brio S MT,310000,2014,49000,Petrol,Manual,Delhi,Brown,Second,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610.0,1680.0,1500.0,5.0,35.0,3100.0,2680.57
344,3,1893,13,2024-11-18,2386025.0,Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0,1700.0,1469.99
345,3,1896,13,2025-10-24,1398293.0,Chevrolet,Spark LS 1.0 BS-III,190000,2013,66000,Petrol,Manual,Lucknow,White,First,Individual,995 cc,62 bhp @ 5400 rpm,90 Nm @ 4200 rpm,FWD,3495.0,1495.0,1518.0,5.0,38.0,1900.0,1642.93
346,70,1873,5,2024-12-26,1287629.0,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,825000,2021,6600,Petrol,Automatic,Hyderabad,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0,8250.0,7133.775000000001
347,70,1615,11,2025-09-10,973494.0,Maruti Suzuki,Vitara Brezza VDi,865000,2018,53694,Diesel,Manual,Pune,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,8650.0,7479.655000000001
348,72,399,7,2025-05-23,440138.0,Mahindra,Thar AX 6-STR Soft Top Diesel MT,1550000,2020,28000,Diesel,Manual,Delhi,Black,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1920.0,6.0,57.0,15500.0,13402.85
349,83,1082,13,2025-07-16,957532.0,Mercedes-Benz,GLE 250 d,4590000,2018,95786,Diesel,Automatic,Delhi,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,45900.0,39689.73
350,118,393,4,2025-05-10,1696858.0,Mahindra,Scorpio S10,1150000,2014,99000,Diesel,Manual,Ludhiana,Silver,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0,11500.0,9944.050000000001
351,86,1191,10,2025-05-21,821726.0,Hyundai,Elite i20 Magna 1.2 [2016-2017],585000,2017,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,5850.0,5058.495
352,197,1509,15,2025-02-19,1916599.0,Toyota,Fortuner 3.0 4x4 MT,1975000,2014,123000,Diesel,Manual,Bangalore,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0,19750.0,17077.825
353,59,671,2,2025-10-31,938832.0,Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,2140000,2021,24000,Petrol,Automatic,Mumbai,Grey,First,Individual,1999 cc,157 bhp @ 6500 rpm,191 Nm @ 4500 rpm,FWD,4500.0,1790.0,1675.0,6.0,50.0,21400.0,18504.58
354,168,698,15,2025-02-27,2400030.0,Maruti Suzuki,Ertiga VDI SHVS,725000,2017,42000,Diesel,Manual,Delhi,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,7250.0,6269.075
355,12,382,7,2024-10-02,2383982.0,Honda,City 1.5 S MT,269000,2009,85000,Petrol,Manual,Mohali,White,Second,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,2690.0,2326.043
356,19,1740,3,2026-05-26,2070317.0,Maruti Suzuki,Swift DZire VXI,430000,2014,59000,Petrol,Manual,Guwahati,Blue,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,4300.0,3718.21
357,104,1835,3,2026-02-04,1592047.0,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2811000,2019,71500,Diesel,Automatic,Delhi,White,Second,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,28110.0,24306.717
358,194,661,11,2025-01-12,1628160.0,Maruti Suzuki,Baleno Delta 1.2,715000,2021,16000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,7150.0,6182.6050000000005
359,15,1855,13,2025-09-14,800554.0,Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Second,Corporate,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0,20500.0,17726.350000000002
360,38,1248,3,2025-10-11,2134613.0,Mercedes-Benz,C-Class 220 BlueEfficiency,1250000,2012,78000,Diesel,Automatic,Mohali,White,First,Individual,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596.0,1770.0,1447.0,5.0,66.0,12500.0,10808.75
361,19,1967,5,2024-12-15,2427183.0,Mercedes-Benz,CLA 200 D Urban Sport,3100000,2019,17000,Diesel,Automatic,Delhi,Red,First,Individual,2143 cc,136 bhp @ 3200 rpm,300 Nm @ 1400 rpm,FWD,4630.0,1777.0,1432.0,5.0,56.0,31000.0,26805.7
362,166,795,3,2024-06-24,1165448.0,Mercedes-Benz,GLE 300d 4MATIC LWB,8190000,2020,18000,Diesel,Automatic,Delhi,Bronze,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0,81900.0,70818.93000000001
363,118,1995,15,2025-08-17,999741.0,Maruti Suzuki,Alto 800 Std,180000,2014,48000,Petrol,Manual,Ranchi,Silver,Third,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,1800.0,1556.46
364,191,934,13,2025-12-10,2151019.0,Nissan,Magnite XL,625000,2021,28000,Petrol,Manual,Zirakpur,White,First,Corporate,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3994.0,1758.0,1572.0,5.0,40.0,6250.0,5404.375
365,22,1719,5,2025-08-12,711116.0,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0,45000.0,38911.5
366,181,435,5,2025-07-21,435555.0,Renault,Duster RXL Petrol,789000,2017,60444,Petrol,Manual,Bangalore,Red,First,Individual,1498 cc,105 bhp @ 5600 rpm,142 Nm @ 4000 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,7890.0,6822.483
367,120,233,13,2025-02-20,2043817.0,Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,1900000,2020,41736,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395.0,1818.0,1640.0,5.0,60.0,19000.0,16429.3
368,24,1375,1,2024-12-23,951388.0,Honda,Jazz V Petrol,500000,2016,54440,Petrol,Manual,Mumbai,Silver,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,5000.0,4323.5
369,62,210,9,2025-12-27,1434664.0,Tata,Nexon XMA Petrol,580000,2018,81000,Petrol,Automatic,Valsad,Red,First,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0,5800.0,5015.26
370,88,1110,3,2024-07-01,1713193.0,Mahindra,Scorpio S4 1.99 [2016-2017],950000,2017,55000,Diesel,Manual,Patna,White,Second,Individual,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0,9500.0,8214.65
371,150,1654,6,2024-10-27,1520309.0,Tata,Nexon XM Diesel,725000,2018,65000,Diesel,Manual,Amritsar,White,Second,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0,7250.0,6269.075
372,28,945,3,2026-03-18,2289613.0,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,23000,Diesel,Automatic,Pune,Grey,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0,45000.0,38911.5
373,20,1358,12,2026-03-10,1719381.0,Hyundai,Xcent S 1.2 (O),425000,2015,11628,Petrol,Manual,Kolkata,Black,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0,4250.0,3674.975
